13842,South Kortright,New York,NY,Delaware,42.377,-74.7259,
13843,South New Berlin,New York,NY,Chenango,42.5306,-75.3525,
13844,South Plymouth,New York,NY,Chenango,42.6053,-75.633,
13845,Tioga Center,New York,NY,Tioga,42.0658,-76.3819,
13846,Treadwell,New York,NY,Delaware,42.363,-75.0588,
13847,Trout Creek,New York,NY,Delaware,42.183,-74.9256,
13848,Tunnel,New York,NY,Broome,42.2147,-75.7277,
13849,Unadilla,New York,NY,Otsego,42.3252,-75.3366,
13850,Vestal,New York,NY,Broome,42.0771,-76.0118,
13851,Vestal,New York,NY,Broome,42.2067,-75.7449,
13856,Walton,New York,NY,Delaware,42.1756,-75.1532,
13859,Wells Bridge,New York,NY,Otsego,42.3709,-75.2486,
13860,West Davenport,New York,NY,Delaware,42.183,-74.9256,
13861,West Oneonta,New York,NY,Otsego,42.5011,-75.1409,
13862,Whitney Point,New York,NY,Broome,42.3384,-75.9522,
13863,Willet,New York,NY,Cortland,42.452,-75.9014,
13864,Willseyville,New York,NY,Tioga,42.3029,-76.3897,
13865,Windsor,New York,NY,Broome,42.0745,-75.6728,
13901,Binghamton,New York,NY,Broome,42.1463,-75.8865,
13902,Binghamton,New York,NY,Broome,42.1054,-75.8876,
13903,Binghamton,New York,NY,Broome,42.0811,-75.8977,
13904,Binghamton,New York,NY,Broome,42.1171,-75.8653,
13905,Binghamton,New York,NY,Broome,42.1151,-75.9309,
14001,Akron,New York,NY,Erie,43.0249,-78.5084,
14003,Alabama,New York,NY,Genesee,42.9981,-78.1848,
14004,Alden,New York,NY,Erie,42.8984,-78.5257,
14005,Alexander,New York,NY,Genesee,42.9159,-78.2589,
14006,Angola,New York,NY,Erie,42.6366,-79.0497,
14008,Appleton,New York,NY,Niagara,43.3105,-78.6372,
14009,Arcade,New York,NY,Wyoming,42.563,-78.4134,
14010,Athol Springs,New York,NY,Erie,42.7684,-78.8871,
14011,Attica,New York,NY,Wyoming,42.8499,-78.2798,
14012,Barker,New York,NY,Niagara,43.3368,-78.542,
14013,Basom,New York,NY,Genesee,43.0807,-78.3951,
14020,Batavia,New York,NY,Genesee,43.0003,-78.1929,
14021,Batavia,New York,NY,Genesee,42.9981,-78.1848,
14024,Bliss,New York,NY,Wyoming,42.5799,-78.2581,
14025,Boston,New York,NY,Erie,42.6314,-78.7391,
14026,Bowmansville,New York,NY,Erie,42.941,-78.688,
14027,Brant,New York,NY,Erie,42.5708,-79.0308,
14028,Burt,New York,NY,Niagara,43.3221,-78.7141,
14029,Centerville,New York,NY,Allegany,42.4743,-78.2474,
14030,Chaffee,New York,NY,Erie,42.5605,-78.5025,
14031,Clarence,New York,NY,Erie,42.981,-78.6162,
14032,Clarence Center,New York,NY,Erie,43.0362,-78.639,
14033,Colden,New York,NY,Erie,42.6551,-78.6921,
14034,Collins,New York,NY,Erie,42.5001,-78.893,
14035,Collins Center,New York,NY,Erie,42.4906,-78.8499,
14036,Corfu,New York,NY,Genesee,42.9777,-78.3929,
14037,Cowlesville,New York,NY,Wyoming,42.8112,-78.4481,
14038,Crittenden,New York,NY,Erie,42.9473,-78.4744,
14039,Dale,New York,NY,Wyoming,42.8263,-78.1749,
14040,Darien Center,New York,NY,Genesee,42.8948,-78.3878,
14041,Dayton,New York,NY,Cattaraugus,42.4086,-78.9844,
